lake,Date,pH,Alk (uEq/L),T,Cond,atm pCO2,Bar. Prs. (kP),Altitude (m),Ionic Strength,pK1,pK2,ao,a1,a2,pKH,DIC uM,CO2 uM,pCO2 uatm,equil CO2,log CO2,CO2:CO2 sat.,alpha,flux  mmol/m2/day,enh flux
K,11-08-1995,8.51,,17,1050,370,101.325,509.3,0.018375,6.3222126483,10.1852445931,0.0063151441,0.9731294516,0.0205554043,1.36177, ,,,15.0697699268,,,1.2344451133,,
K,11-08-1996,8.3,,19,1000,370,101.325,509.3,0.0175,6.3001630029,10.1689580117,0.0097738172,0.9770149544,0.0132112284,1.38873, ,,,14.1627184595,,,1.2184204036,,
K,11-08-2000,,,21.5,1775,370,101.325,509.3,0.0310625,6.256402398,10.0843230922,0.9999994459,5.54111752278444E-007,4.56325006982394E-017,1.4216425,4311.6666666667,4311.6642775215,113838.047335525,13.129074778,3.6346449377,,1.000000418,,
K,12-05-2003,9.6,5509.9444520542,9.6,1485,370,101.325,509.3,0.0259875,6.4000522183,10.2337282331,0.0005117661,0.8109970503,0.1884911836,1.2571488,4630,2.3694769261,42.8352478293,19.1746666231,0.3746524839,,1.4982314271,-17.74628032,-26.5880348903
K,12-05-2005,8.9,3669.8827187055,7,831,370,101.325,509.3,0.0145425,6.4449522122,10.3221628486,0.0033679127,0.9603037294,0.0363283578,1.21857,3544.1666666667,11.9364439843,197.4444653342,20.9559146951,1.0768749643,,1.0552523656,-9.5245610705,-10.0508156013
K,12-06-1996,8.1,,17.5,900,370,101.325,509.3,0.01575,6.3199966513,10.1943241053,0.0161965999,0.9759491794,0.0078542207,1.3685625, ,,,14.8359076711,,,1.1040650209,,
K,12-07-1994,8.5,,19.5,1170,370,101.325,509.3,0.020475,6.2905778038,10.1486527152,0.0060023073,0.9721659851,0.0218317076,1.3953825, ,,,13.9474277992,,,1.3705384886,,
K,12-07-1996,8.86,,20,1000,370,101.325,509.3,0.0175,6.2885920029,10.1587680117,0.0025479257,0.9497181933,0.047733881,1.402, ,,,13.7365168084,,,1.8498477991,,
K,12-07-1999,9.1,4110.1538051553,20.5,1200,370,101.325,509.3,0.021,6.278386544,10.1360276761,0.0013789518,0.9144554035,0.0841656447,1.4085825,3787.5,5.2227798039,133.8086583022,13.5298855191,0.7179017161,,2.445687635,-8.7723036353,-21.4543145314
K,12-07-2006,9.8,4828.7453911629,22.1,1404,370,101.325,509.3,0.02457,6.2559023355,10.1041062019,0.0001908759,0.6681113037,0.3316978203,1.4294113,3619.1666666667,0.6908117859,18.5682527219,12.8963057773,-0.1606402616,,6.2703321796,-12.8890016549,-80.8183218403
K,12-07-2013,10.39,,23.1,1388,370,101.325,509.3,0.02429,6.2447010156,10.0956801225,2.4100783802159E-005,0.3367674832,0.663208416,1.4422473, ,,,12.5207205289,,,13.5658445279,,
K,12-08-1999,7.9,2500.8031535274,20.5,1200,370,101.325,509.3,0.021,6.278386544,10.1360276761,0.023209887,0.9711503765,0.0056397364,1.4085825,2537.5,58.8950883807,1508.9038888799,13.5298855191,1.7700790778,,1.1192181744,47.9056542218,53.6168788595
K,12-08-2011,8.9,4302.8241916165,22.1,1003,370,101.325,509.3,0.0175525,6.2642939514,10.1376726655,0.0021823266,0.9432477776,0.0545698959,1.4294113,4080.175,8.9042743481,239.3369942129,12.8963057773,0.9495985325,,2.2751277804,-4.2155851892,-9.5909949744
K,13-06-1995,8.49,,18,1100,370,101.325,509.3,0.01925,6.309475122,10.170204488,0.006422452,0.9732529832,0.0203245648,1.37532, ,,,14.6068517641,,,1.2732604322,,
K,13-07-2007,8.9,3908.0428436739,21.4,1386,370,101.325,509.3,0.024255,6.2643067164,10.1123130255,0.0021752528,0.9401627082,0.057662039,1.4203428,3694.1666666667,8.0357464003,211.5285646308,13.1684246154,0.9050262224,,2.1477518933,-5.4201081951,-11.6410476381
K,13-07-2012,8.66,5921.6171275254,25,1554,370,101.325,509.3,0.027195,6.2198863232,10.0657952929,0.0034804733,0.9588529029,0.0376666238,1.46625,5717.5,19.8996062824,582.2298722968,11.8474973956,1.2988444839,,2.2383480913,8.5030269844,19.0327342207
K,13-08-2001,9.78,7126.2117819619,21.8,1340,370,101.325,509.3,0.02345,6.2605777781,10.1119121524,0.0002062761,0.6821363004,0.3176574235,1.4255332,5401.6666666667,1.1142348048,29.6831454507,13.0119810433,0.0469767202,,5.9588871744,-12.5640200279,-74.8675778033
K,13-08-2010,10.4,5298.4232908255,22.6,1357,370,101.325,509.3,0.0237475,6.2510405648,10.1028372192,2.37948674113116E-005,0.3353070806,0.6646691246,1.4358468,3176.6666666667,0.0755883621,2.0620620761,12.7066135531,-1.1215450649,,13.1124356812,-13.3383626017,-174.8984217067
K,14-06-2000,8.6,4562.8744890545,15,1100,370,101.325,509.3,0.01925,6.344386122,10.202394488,0.0053867233,0.9703726383,0.0242406385,1.33425,4470,24.0786529562,519.8549544125,16.0556030334,1.3816321873,,1.189367439,8.4723407184,10.0767261826
K,14-06-2006,9.3,4114.0857363833,15.8,1316,370,101.325,509.3,0.02303,6.3305639685,10.1756793141,0.0009459495,0.881665788,0.1173882625,1.3453252,3676.6666666667,3.4779410379,77.0277859812,15.6513362525,0.5413222151,,1.9660564878,-12.8551053467,-25.2738632677
K,14-06-2013,9.16,,15.5,1239,370,101.325,509.3,0.0216825,6.3356014931,10.1851074724,0.001367219,0.9125078047,0.0861249763,1.3411825, ,,,15.8013474202,,,1.6927385049,,
K,14-08-2009,10.2,8007.1829361154,20.4,1505,370,101.325,509.3,0.0263375,6.2736565733,10.1134896533,5.33577739484662E-005,0.4503406284,0.5496060138,1.4072688,5160.8333333333,0.2753705784,7.0337404219,13.5708741136,-0.5600824632,,8.4657768032,-14.0400517332,-118.8599442785
K,15-05-2000,8.1,4399.675780335,9.5,970,370,101.325,509.3,0.016975,6.4118981256,10.2775940026,0.0199647587,0.9735672126,0.0064680287,1.2556825,4451.6666666667,88.8764507294,1601.2870918957,19.2395150882,1.9487867028,,1.0170153808,73.5366040371,74.7878573565
K,15-06-2007,9.1,3976.6984732249,17.2,1245,370,101.325,509.3,0.0217875,6.3156906433,10.166331213,0.0015110183,0.9195579314,0.0789310503,1.3644912,3682.5,5.5643250659,128.796390867,14.9756410485,0.7454124934,,1.84125658,-9.9383496776,-18.2990517382
K,15-06-2012,8.6,5697.9591687937,15.3,1203,370,101.325,509.3,0.0210525,6.3386762404,10.1902631017,0.0053130904,0.9697749518,0.0249119579,1.3384137,5580,29.6470442736,646.2418839916,15.9024091046,1.4719814019,,1.201744124,14.5143347385,17.4425164861
K,15-07-1995,8.69,,23.5,1200,370,101.325,509.3,0.021,6.243838544,10.1068076761,0.0034357474,0.959804294,0.0367599585,1.4473425, ,,,12.3746841226,,,2.0580913413,,
K,15-07-2003,8.97,4759.6949281083,20.1,1485,370,101.325,509.3,0.0259875,6.2774825683,10.1179447331,0.0018915506,0.9318272052,0.0662812443,1.4033193,4463.3333333333,8.4426206622,213.6960901754,13.6948513283,0.9264772763,,2.0685713394,-5.5463555834,-11.473032198
K,15-07-2011,9.9,5561.228131316,21.6,1029,370,101.325,509.3,0.0180075,6.2694477981,10.1401329524,0.0001486038,0.6347199717,0.3651314244,1.4229408,4066.9583333333,0.6043655279,16.0044400827,13.0898847224,-0.2187003151,,6.716126163,-13.1847082694,-88.5501641598
K,15-08-2003,9.65,5934.4952022239,23.9,1429,370,101.325,509.3,0.0250075,6.2347467161,10.0850325245,0.0002810446,0.731187017,0.2685319385,1.4524153,4671.6666666667,1.3129465154,37.2102283255,12.2309818555,0.1182470349,,6.2082141328,-11.5294453191,-71.5772653742
K,15-08-2008,9.3,4591.7111157415,21.4,1490,370,101.325,509.3,0.026075,6.2623857977,10.1046293507,0.0007921001,0.8637623019,0.135445598,1.4203428,4038.6,3.198975282,84.2080643145,13.1684246154,0.5050108844,,3.3095139245,-10.527738496,-34.8416971457
K,15-08-2014,9.4,,22.6,1311,370,101.325,509.3,0.0229425,6.2519344689,10.1064128358,0.0005939185,0.8352036614,0.1642024201,1.4358468, ,,,12.7066135531,,,4.141762967,,
K,16-07-2010,9.7,4678.8480599004,20.3,1355,370,101.325,509.3,0.0237125,6.2775936303,10.1256206611,0.0002748379,0.726913892,0.2728112702,1.4059537,3669.1666666667,1.0084260091,25.6801607743,13.6120307623,0.0036440384,,4.7126072593,-13.3094066194,-62.7220062519
K,17-02-2007,8.4,3987.2549339783,0.4,826,370,101.325,509.3,0.014455,6.5237480085,10.4087193939,0.0129966298,0.9774234179,0.0095799523,1.1163888,3992.5,51.889044469,678.3666256082,26.5147674163,1.7150756733,,1.0025208554,26.7952365676,26.8627834855
K,17-05-1995,8.07,,8.5,800,370,101.325,509.3,0.014,6.4280412769,10.3070386075,0.0221714975,0.9721958217,0.0056326808,1.2409425, ,,,19.903713968,,,1.0123227109,,
K,17-05-1996,7.9,,6,72,370,101.325,509.3,0.00126,6.4914880047,10.4734080187,0.0374750121,0.9599614145,0.0025635734,1.20348, ,,,21.6968467716,,,1.0043054978,,
K,17-05-2004,8.7,4717.1753819483,8.1000003815,976,370,101.325,509.3,0.01708,6.4282832622,10.293981122,0.0051892075,0.9701028457,0.0247079467,1.2350073057,4618.3333333333,23.9654901699,411.7120913863,20.1775910743,1.3795863161,,1.0467940279,4.000021445,4.1871985599
K,17-05-2006,9.5,4146.7683795895,13.7,1219,370,101.325,509.3,0.0213325,6.357034025,10.2066798402,0.0006009899,0.8352820991,0.164116911,1.3160617,3555.8333333333,2.137020046,44.2456211115,16.7422923768,0.329808596,,1.9620870706,-15.4231675813,-30.2615976994
K,17-05-2013,10.07,,5.6,976,370,101.325,509.3,0.01708,6.4579065167,10.3251486267,0.0001570032,0.6426907309,0.3571522659,1.1974048, ,,,22.0024894743,,,1.5074123431,,
K,17-06-1998,9.8,2811.5149350969,14.5,800,370,101.325,509.3,0.014,6.3575592769,10.2372586075,0.0002643576,0.7322047517,0.2675308907,1.3272825,2210.8333333333,0.5844506201,12.4173900648,16.3152646135,-0.2332521763,,2.9103680231,-16.6117395771,-48.3462756738
K,17-06-2011,9,4353.577298627,16.9,940,370,101.325,509.3,0.01645,6.3259750432,10.196708233,0.0019876619,0.938355637,0.0596567011,1.3604073,4107.6916666667,8.1647021735,187.2180198216,15.1171290981,0.9119403475,,1.6518924534,-7.3417628324,-12.1278026175
K,17-07-2001,9.01,6093.5578935442,20,1290,370,101.325,509.3,0.022575,6.2823312479,10.1337249917,0.0017381309,0.9284344104,0.0698274587,1.402,5696.6666666667,9.9015522643,249.8637675678,13.7365168084,0.9957032842,,2.1342111253,-4.0497225585,-8.6429629387
K,17-07-2009,10.6,8805.0576929886,17.2,1429,370,101.325,509.3,0.0250075,6.3121176461,10.1520392245,1.35436751332735E-005,0.2627960794,0.7371903769,1.3644912,5062.5,0.0685648554,1.5870578743,14.9756410485,-1.1638984358,,9.7291082664,-15.7418724599,-153.1543814787
K,17-07-2014,8.9,,20.8,1252,370,101.325,509.3,0.02191,6.2738532126,10.1287542905,0.0022282633,0.9421353389,0.0556363978,1.4125152, ,,,13.4079203668,,,2.0454969387,,
K,17-08-1994,8.9,,20,1160,370,101.325,509.3,0.0203,6.2850078718,10.144431487,0.0022906221,0.9439425897,0.0537667882,1.402, ,,,13.7365168084,,,1.9190148057,,
K,17-08-2005,9.5,4084.0456971799,18.4,1155,370,101.325,509.3,0.0202125,6.3036388994,10.1612493577,0.0005220501,0.8204899524,0.1789879976,1.3807008,3457.5,1.8049881511,43.3685752926,14.4269930276,0.2564743553,,3.1126750005,-13.3288371496,-41.4883381815
K,17-09-2008,9.1,4350.3353574296,16.6,1335,370,101.325,509.3,0.0233625,6.3208782845,10.1655688981,0.0015289359,0.9194137432,0.0790573209,1.3563108,4028.8833333333,6.1599043301,139.9216014546,15.2603966467,0.7895739672,,1.7545896391,-9.6101198863,-16.8618167831
K,17-11-2006,8.6,,2.4,811,370,101.325,509.3,0.0141925,6.5002118553,10.3834323811,0.0077577724,0.9761693809,0.0160728466,1.1479968, ,,,24.6535702851,,,1.0074784495,,
K,18-05-2007,8.8,3738.5826729322,11.5,1065,370,101.325,509.3,0.0186375,6.3861479983,10.2451254932,0.0037087206,0.9617808294,0.0345104501,1.2847425,3618.3333333333,13.4193873095,258.5087142741,17.99426541,1.1277326877,,1.1356253163,-4.8310712741,-5.4862868438
K,18-05-2012,8.7,5515.6445876608,9.9,1012,370,101.325,509.3,0.01771,6.4061886947,10.2688332387,0.0049258239,0.9689250637,0.0261491124,1.2615393,5392.5,26.5625055797,485.0743815257,18.9817968846,1.4242690386,,1.0737364398,8.0052283819,8.5955054229
K,18-06-1997,9.02,,18,1200,370,101.325,509.3,0.021,6.307327794,10.1616151761,0.0018041723,0.9310011261,0.0671947017,1.37532, ,,,14.6068517641,,,1.8277376015,,
K,18-06-2001,8.78,6009.7022461834,16.5,1150,370,101.325,509.3,0.020125,6.3258166657,10.1817401627,0.0033687082,0.9586205309,0.0380107609,1.3549425,5800,19.5385074732,442.4191177109,15.3085522876,1.2908913853,,1.3812621943,4.466832676,6.1698671037
K,18-06-2010,9.2,4137.0858540753,15.6,1276,370,101.325,509.3,0.02233,6.3336875038,10.1810245751,0.0012302701,0.9043009292,0.0944688007,1.3425648,3775.8333333333,4.6452949771,102.2299379008,15.7511338441,0.667013297,,1.7650519604,-11.7277658435,-20.7001160927
K,18-07-2008,9.2,4657.4566467944,20.3,1461,370,101.325,509.3,0.0255675,6.275607423,10.1176758319,0.0010606954,0.8912165587,0.1077227459,1.4059537,4200.25,4.455185696,113.4539211829,13.6120307623,0.6488658105,,2.6750754593,-9.66962839,-25.8669856066
K,18-08-1997,9.06,,18,1190,370,101.325,509.3,0.020825,6.3075370307,10.162452123,0.0016361015,0.9252801019,0.0730837965,1.37532, ,,,14.6068517641,,,1.8953735899,,
K,19-06-2009,9.6,6229.5729994501,17.8,1426,370,101.325,509.3,0.024955,6.3052043216,10.1459319266,0.0003947316,0.778211371,0.2213938974,1.3726212,5094.1666666667,2.0108285542,47.4237883432,14.6979045233,0.3033750437,,3.2812511463,-13.3975522234,-43.9607335912
K,19-10-2006,8.3,3577.7374882389,8.9,975,370,101.325,509.3,0.0170625,6.4188567962,10.2843408449,0.0128458415,0.977025197,0.0101289615,1.2468553,3579.1666666667,45.9774078314,811.7079180722,19.6345667135,1.6625444825,,1.0230791096,27.8180402205,28.460055821
K,20-05-2011,8.8,4340.9396551526,10.4,933,370,101.325,509.3,0.0163275,6.4021951256,10.2704758624,0.0038553263,0.9635317185,0.0326129552,1.2688288,4211.0416666667,16.2349397034,301.4945597331,18.6658521669,1.21045068,,1.1044248858,-2.5670435614,-2.8351067921
K,20-06-2008,9.1,4464.2310719549,16.2,1315,370,101.325,509.3,0.0230125,6.3259243844,10.1714297778,0.0015484175,0.92037264,0.0780789424,1.3508292,4138.4166666667,6.4079969856,143.7313480347,15.4542317967,0.8067222988,,1.7005830346,-9.5528239605,-16.2453703594
K,20-06-2014,9.2,,14.4,1095,370,101.325,509.3,0.0191625,6.3515027961,10.2094697445,0.001289443,0.9097024397,0.0890081173,1.3258848, ,,,16.3678569921,,,1.6064103272,,
K,20-07-2004,8.7,,22.7999992371,1343,370,101.325,509.3,0.0235025,6.2490103125,10.1019938621,0.0033935627,0.9586179757,0.0379884616,1.4384111902, ,,,12.6318055504,,,1.971360819,,
K,20-07-2005,9.4,4143.3543012301,20.3,1205,370,101.325,509.3,0.0210875,6.2805926026,10.1376165505,0.0006417111,0.8447864454,0.1545718435,1.4059537,3582.5,2.2989299526,58.5436018696,13.6120307623,0.3615257387,,3.3431129426,-11.9466344551,-39.9389482674
K,21-05-1998,9.5,4961.2745328686,15,1100,370,101.325,509.3,0.01925,6.344386122,10.202394488,0.0005828014,0.8339393141,0.1654778845,1.33425,4250.8333333333,2.4773915253,53.4865576072,16.0556030334,0.3939946476,,2.2221341763,-14.3385913526,-31.862273885
K,21-05-2010,9.1,4026.578821703,13.8,1250,370,101.325,509.3,0.021875,6.3552295953,10.2030186214,0.0016654496,0.9253412032,0.0729933472,1.3174692,3750,6.2454360209,129.7274745909,16.6881203039,0.7955627637,,1.4355713347,-11.0274746029,-15.8307264335
K,21-07-1997,8.34,,24,1300,370,101.325,509.3,0.02275,6.2360689988,10.0939719951,0.0076760265,0.9751411127,0.0171828608,1.45368, ,,,12.1954160759,,,1.5696410752,,
K,21-09-2006,8.6,3395.4570242918,15.6,1163,370,101.325,509.3,0.0203525,6.3360208584,10.1903579936,0.0052809037,0.9698116388,0.0249074575,1.3425648,3321.6666666667,17.5414018798,386.0371480626,15.7511338441,1.2440642985,,1.2147968105,1.8905230457,2.296601366
K,22-05-1997,8.3,,8.5,950,370,101.325,509.3,0.016625,6.4241837663,10.2916085652,0.0130045007,0.9770345358,0.0099609635,1.2409425, ,,,19.903713968,,,1.0208317905,,
K,22-05-2001,9.09,5919.0376204492,,,370,101.325,509.3,0,6.58,10.62,0.0029927254,0.9684269685,0.028580306,1.11,5762.5,17.2455803337,222.1661113361,26.9077027826,1.2366778135,,1.010689727,-10.2032013061,-10.3122707421
K,22-05-2009,9,5246.7433600754,6.2,1021,370,101.325,509.3,0.0178675,6.4497237965,10.313323426,0.0026788421,0.9510937135,0.0462274444,1.2065092,5019.1666666667,13.4455547269,216.3156419468,21.546038022,1.1285787247,,1.0559208969,-8.5541103595,-9.032463883
K,22-06-1999,9.1,3286.1811168134,19,1200,370,101.325,509.3,0.021,6.295734794,10.1512451761,0.0014392402,0.9170615653,0.0814991944,1.38873,3034.1666666667,4.3668946937,106.8815440541,14.1627184595,0.6401727192,,2.1435974077,-10.3443898967,-22.174207367
K,22-06-2005,9.5,4317.5404129574,20.1,1151,370,101.325,509.3,0.0201425,6.2840445656,10.1441927225,0.0004954789,0.8146679482,0.1848365729,1.4033193,3637.5,1.802304627,45.6191824207,13.6948513283,0.2558281977,,3.6747718093,-12.5585293166,-46.1497294987
K,22-07-1998,9.9,5080.0145954472,19,910,370,101.325,509.3,0.015925,6.3023476057,10.1776964227,0.0001652976,0.6545140509,0.3453206515,1.38873,3769.1666666667,0.6230342499,15.2490195655,14.1627184595,-0.2054880783,,5.2212657266,-14.2979065254,-74.6531693035
K,22-10-2007,8.6,3709.0365085322,10.7,1108,370,101.325,509.3,0.01939,6.394594061,10.2506527841,0.0060583426,0.9722092927,0.0217323647,1.2731857,3643.3333333333,22.0725615303,414.0363164478,18.4795300225,1.3438527361,,1.0714406664,3.7942412722,4.0653043974
K,23-05-2003,9.07,4811.1604086708,12.3,1485,370,101.325,509.3,0.0259875,6.3683026483,10.2020599331,0.0018474987,0.9295686991,0.0685838022,1.2962097,4501.6666666667,8.3168232817,164.5004815303,17.5253589525,0.9199574736,,1.2956575592,-9.7242136684,-12.5992509466
K,23-05-2008,8.9,4199.6956298057,8.8,1067,370,101.325,509.3,0.0186725,6.4178999413,10.2770020052,0.0031526156,0.9566896618,0.0401577226,1.2453792,4041.25,12.7405078507,224.16403727,19.7014151186,1.1051867398,,1.0881359695,-7.3507180748,-7.9985807385
K,23-05-2014,9,,8.7,967,370,101.325,509.3,0.0169225,6.4214100935,10.287532114,0.0025031103,0.9485711074,0.0489257823,1.2439017, ,,,19.7685548438,,,1.10769273,,
K,23-06-2003,8.92,4776.1832040611,19,1487,370,101.325,509.3,0.0260225,6.2901733451,10.1289993805,0.0022037979,0.939719889,0.0580763131,1.38873,4515,9.9501474941,243.533953148,14.1627184595,0.9978295185,,1.8079429456,-4.4484749395,-8.0425888858
K,23-08-1996,8.45,,19,1000,370,101.325,509.3,0.0175,6.3001630029,10.1689580117,0.0069014191,0.9744855377,0.0186130432,1.38873, ,,,14.1627184595,,,1.3031894219,,
K,23-08-1999,9.3,3624.388523463,21,1200,370,101.325,509.3,0.021,6.272614794,10.1310451761,0.0008174967,0.8707053161,0.1284771872,1.41513,3205.8333333333,2.6207580614,68.1642923385,13.3274364983,0.4184269304,,3.1890718114,-11.3062524293,-36.0564509151
K,23-08-2002,,,19.3,1330,370,101.325,509.3,0.023275,6.2896417469,10.1376915276,0.9999994867,5.13284358651466E-007,3.73823416689192E-017,1.3927257, ,,,14.033012818,,,1.000000403,,
K,23-08-2006,9.9,4875.1256821184,20.7,1288,370,101.325,509.3,0.02254,6.2742844119,10.1268581877,0.0001485839,0.6276062472,0.372245169,1.4112057,3545.8333333333,0.526853644,13.5798723676,13.4484094113,-0.2783100118,,6.1666373435,-13.6451628903,-84.1447710379
K,23-08-2007,9,3838.2014987814,18,1394,370,101.325,509.3,0.024395,6.3034819752,10.1462319008,0.0018737479,0.9315993535,0.0665268986,1.37532,3596.6666666667,6.7392465294,159.9305179153,14.6068517641,0.8286113437,,1.7955997694,-8.3081911279,-14.9181860732
K,23-08-2013,9.1,,21.2,1248,370,101.325,509.3,0.02184,6.2693192217,10.1251111268,0.0013476113,0.9125263836,0.0861260051,1.4177392, ,,,13.247606571,,,2.6024921862,,
K,24-01-2007,8.4,3723.8902354687,0.2,789,370,101.325,509.3,0.0138075,6.5271476415,10.4154524061,0.0130993585,0.9774676383,0.0094330032,1.1131972,3729.1666666667,48.849691227,633.9558633918,26.7103403472,1.6888618229,,1.0023613611,23.3791545291,23.4343611548
K,24-05-1999,8.4,3608.612701389,12,100,370,101.325,509.3,0.00175,6.417824725,10.3895229001,0.0102080383,0.9797551756,0.010036786,1.29192,3600.8333333333,36.7574446251,719.8886255563,17.6993216555,1.5653453116,,1.0618175429,20.1253778559,21.3694792641
K,24-05-2002,8.22,,8,1090,370,101.325,509.3,0.019075,6.4268368856,10.2846915424,0.0157120616,0.9758797053,0.0084082331,1.23352, ,,,20.2468106772,,,1.0152437495,,
K,24-06-1994,7.7,,20,1100,370,101.325,509.3,0.01925,6.286311122,10.149644488,0.0370161019,0.9595764043,0.0034074938,1.402, ,,,13.7365168084,,,1.0691228104,,
K,24-07-1995,8.77,,21,1200,370,101.325,509.3,0.021,6.272614794,10.1310451761,0.0030393516,0.9553580009,0.0416026475,1.41513, ,,,13.3274364983,,,1.839045721,,
K,24-07-2002,9,,23,2650,370,101.325,509.3,0.046375,6.2270873273,10.0215833091,0.0015379584,0.9117111482,0.0867508934,1.44097, ,,,12.5575993245,,,2.7314686984,,
K,24-08-2012,8.67,5400.5923080114,21.7,1427,370,101.325,509.3,0.0249725,6.2600803043,10.1062921571,0.0037396756,0.961066905,0.0351934194,1.4242377,5227.5,19.549154011,519.2370430803,13.0508537194,1.2911279681,,1.7708248199,6.862205108,12.1517631245
K,24-09-2007,8.7,3855.1287081514,14.6,1206,370,101.325,509.3,0.021105,6.3467835711,10.1977196442,0.0042788818,0.9650431161,0.0306780021,1.3286788,3747.5,16.0351094908,341.7832142501,16.2628936474,1.2050719297,,1.2169602978,-0.2405400694,-0.2927277145
K,25-06-2002,8.79,,20,1390,370,101.325,509.3,0.024325,6.2803934919,10.1259739676,0.0029479749,0.9530820401,0.0439699851,1.402, ,,,13.7365168084,,,1.7395466217,,
K,25-06-2004,8.9,,13.5,1076,370,101.325,509.3,0.01883,6.3624503788,10.221235015,0.0027605883,0.9518121829,0.0454272288,1.3132425, ,,,16.8513276108,,,1.2656639101,,
K,25-07-1999,8.8,4191.8590424662,20,1225,370,101.325,509.3,0.0214375,6.2836457562,10.138983025,0.002903539,0.9534148269,0.0436816341,1.402,4019.1666666667,11.6698070023,294.4853358888,13.7365168084,1.0670636737,,1.7544996463,-2.1824455552,-3.8290999547
K,25-08-2003,9.44,5232.4326253399,21.4,1372,370,101.325,509.3,0.02401,6.2645727152,10.1133770208,0.0005505296,0.824532895,0.1749165754,1.4203428,4447.5,2.4484805507,64.4524541494,13.1684246154,0.3888966586,,3.8817281853,-11.3202609323,-43.9421759258
K,25-08-2004,8.9,,16.3999996185,1191,370,101.325,509.3,0.0208425,6.3261106188,10.1793346214,0.0025279239,0.9476618213,0.0498102548,1.3535727948, ,,,15.3569095778,,,1.4820905362,,
K,26-05-2005,9.1,3689.2530137805,9.5,916,370,101.325,509.3,0.01603,6.413219439,10.2828792558,0.0019265238,0.9366017101,0.0614717661,1.2556825,3473.3333333333,6.6914594361,120.5600306163,19.2395150882,0.8255208496,,1.1643616426,-13.2507467686,-15.4286612732
K,26-07-1994,8.8,,20,1180,370,101.325,509.3,0.02065,6.2845834455,10.1427337818,0.0029108899,0.9537671041,0.0433220059,1.402, ,,,13.7365168084,,,1.7544996463,,
K,26-07-1996,8.71,,21,1000,370,101.325,509.3,0.0175,6.2770430029,10.1487580117,0.0035478651,0.9614442327,0.0350079022,1.41513, ,,,13.3274364983,,,1.7447582867,,
K,26-07-2000,8.59,4342.0635519792,23,1500,370,101.325,509.3,0.02625,6.2437874163,10.0883836652,0.0043483478,0.965021215,0.0306304372,1.44097,4222.5,18.3608987397,506.8318928949,12.5575993245,1.2638939355,,1.8078459659,6.1282841824,11.0789938373
K,26-07-2006,10,,23.6,13.85,370,101.325,509.3,0.000242375,6.2953084047,10.3163337789,0.000133107,0.6743610952,0.3255057978,1.4486128, ,,,12.3385413793,,,9.0511223317,,
K,26-07-2013,9.2,,20.1,1275,370,101.325,509.3,0.0223125,6.2814746823,10.1339131891,0.0010793738,0.8947407089,0.1041799173,1.4033193, ,,,13.6948513283,,,2.6265407125,,
K,26-08-2001,9.64,6797.2062977464,20.5,1325,370,101.325,509.3,0.0231875,6.2758645867,10.1259398468,0.0003258159,0.753542337,0.2461318471,1.4085825,5448.3333333333,1.7751535064,45.4797862243,13.5298855191,0.2492359146,,4.4838983504,-12.4129970054,-55.6586167962
K,26-08-2011,8.8,4165.3546170541,20.8,989,370,101.325,509.3,0.0173075,6.2796109633,10.151785293,0.0028804209,0.9546517857,0.0424677934,1.4125152,3998.275,11.5167148485,297.7445453031,13.4079203668,1.0613286139,,1.8615682939,-1.9971130273,-3.7177622909
K,27-07-2007,9.2,4207.737450201,24.4,1475,370,101.325,509.3,0.0258125,6.2281684847,10.076980499,0.0009410816,0.8819801103,0.1170788081,1.4587248,3761.6666666667,3.5400352361,101.7963918577,12.0545727391,0.5490075848,,3.8637278147,-8.9913516032,-34.740135281
K,27-07-2012,8.93,5913.6176169667,22.9,1473,370,101.325,509.3,0.0257775,6.2454243487,10.0912902547,0.0019302632,0.9336673564,0.0644023805,1.4396913,5557.5,10.7274375505,295.2482247382,12.5946273439,1.030495995,,2.5103480734,-1.9717524218,-4.9497848934
K,27-08-2010,8.9,3809.9391953583,19.5,1297,370,101.325,509.3,0.0226975,6.2879751153,10.138241961,0.0023045113,0.9431998482,0.0544956405,1.3953825,3612.5,8.3250469843,206.9041459822,13.9474277992,0.9203866932,,1.8456099401,-5.9372341406,-10.9578183463
K,28-06-1996,8.68,,15,900,370,101.325,509.3,0.01575,6.3491029013,10.2212616053,0.0045167308,0.9676566976,0.0278265716,1.33425, ,,,16.0556030334,,,1.2259655505,,
K,28-06-2000,8.22,4344.076462052,16.5,1250,370,101.325,509.3,0.021875,6.3237295053,10.1733915214,0.0124022746,0.9767239511,0.0108737743,1.3549425,4342.5,53.8568774524,1219.5052379452,15.3085522876,1.73124117,,1.1110321289,40.7070313741,45.2268197305
K,28-06-2001,8.8,5944.159388677,17.5,1200,370,101.325,509.3,0.021,6.313132544,10.1668676761,0.0031153511,0.9558163441,0.0410683048,1.3685625,5718.3333333333,17.8146159514,416.2353529456,14.8359076711,1.2507764642,,1.4824037481,3.1455159439,4.6629246252
K,28-06-2006,9.7,4704.6700676627,21,1423,370,101.325,509.3,0.0249025,6.268225837,10.1134893481,0.000266912,0.7213435988,0.2783894892,1.41513,3673.3333333333,0.9804565655,25.5010673963,13.3274364983,-0.008571641,,5.0396838979,-13.0384108091,-65.7094690089
