LAKE,Date,Date2,TreatmentNewLabel,TreatmentOldLabel,Repl_1_3,Reading_a_b_c,VolFiltered_L,ExtractVol_mL,ScanNo,A480,A630C,A645B,A665A,A750,Chl_a_ug_L,CHLB,CHLC,Total_chl,Chl_comment
K,28-Jun-00,2000-06-28,Integrated,I,1,a,1.50,5.00,,0.04,0.01,0.02,0.05,0.00,1.82,0.01,0.36,2.18,
K,28-Jun-00,2000-06-28,Integrated,I,2,a,1.50,5.00,,0.04,0.01,0.01,0.05,0.00,1.68,0.00,0.30,1.98,
K,28-Jun-00,2000-06-28,Surface,S,1,a,1.50,5.00,,0.04,0.02,0.02,0.05,0.00,1.88,0.09,0.47,2.44,
K,10-Jul-00,2000-07-10,Deep,D,1,a,1.00,5.00,,0.06,0.02,0.02,0.08,0.00,4.37,0.08,0.64,5.08,
K,10-Jul-00,2000-07-10,Deep,D,2,a,1.00,5.00,,0.06,0.02,0.02,0.08,0.00,4.43,0.02,0.48,4.93,
K,10-Jul-00,2000-07-10,Integrated,I,1,a,0.75,5.00,,0.07,0.03,0.03,0.11,0.00,8.35,0.05,1.17,9.56,
K,10-Jul-00,2000-07-10,Integrated,I,2,a,0.75,5.00,,0.06,0.02,0.03,0.09,0.00,6.92,0.04,0.94,7.91,
K,10-Jul-00,2000-07-10,Surface,S,1,a,0.75,5.00,,0.09,0.03,0.04,0.13,0.01,8.97,-0.12,1.15,10.00,
K,26-Jul-00,2000-07-26,Deep,D,1,a,0.50,5.00,,0.19,0.03,0.07,0.21,0.01,22.36,0.26,-3.47,19.15,
K,26-Jul-00,2000-07-26,Deep,D,2,a,0.50,5.00,,0.17,0.04,0.05,0.20,0.00,23.27,-1.25,2.39,24.41,
K,26-Jul-00,2000-07-26,Integrated,I,1,a,0.25,5.00,,0.25,0.06,0.07,0.22,0.02,44.84,-3.36,4.61,46.09,
K,26-Jul-00,2000-07-26,Integrated,I,2,a,0.25,5.00,,0.22,0.04,0.05,0.18,0.01,38.70,-2.63,4.16,40.23,
K,26-Jul-00,2000-07-26,Surface,S,1,a,0.50,5.00,,0.47,0.08,0.10,0.37,0.01,41.62,-2.65,4.88,43.85,
K,11-Aug-00,2000-08-11,Deep,D,1,a,2.00,5.00,,0.06,0.01,0.01,0.05,0.00,1.54,-0.08,0.14,1.60,
K,11-Aug-00,2000-08-11,Deep,D,2,a,2.00,5.00,,0.06,0.01,0.02,0.06,0.00,1.56,-0.02,0.19,1.74,
K,11-Aug-00,2000-08-11,Integrated,I,1,a,0.50,5.00,,0.22,0.05,0.06,0.21,0.00,23.67,-0.99,2.79,25.48,
K,11-Aug-00,2000-08-11,Integrated,I,2,a,0.50,5.00,,0.24,0.05,0.06,0.22,0.01,24.56,-0.98,3.01,26.59,
K,11-Aug-00,2000-08-11,Surface,S,1,a,0.50,5.00,,0.26,0.05,0.07,0.26,0.00,29.31,-1.12,3.72,31.91,
K,29-Aug-00,2000-08-29,Deep,D,1,a,1.00,5.00,,0.12,0.05,0.07,0.18,0.00,10.17,1.12,1.23,12.52,
K,29-Aug-00,2000-08-29,Deep,D,2,a,1.00,5.00,,0.12,0.05,0.07,0.19,0.00,10.56,1.52,1.30,13.38,
K,29-Aug-00,2000-08-29,Integrated,I,1,a,0.50,5.00,,0.15,0.05,0.06,0.22,0.00,24.25,-0.68,3.74,27.31,
K,29-Aug-00,2000-08-29,Integrated,I,2,a,0.50,5.00,,0.13,0.04,0.05,0.19,0.00,21.62,-0.29,3.63,24.96,
K,29-Aug-00,2000-08-29,Surface,S,1,a,0.50,5.00,,0.16,0.06,0.07,0.27,0.00,31.15,-1.69,3.81,33.28,
K,08-May-01,2001-05-08,Deep,D,1,a,0.25,5.00,66,0.08,0.04,0.04,0.09,0.02,16.03,0.55,3.47,21.23,
K,08-May-01,2001-05-08,Deep,D,2,a,0.25,5.00,71,0.07,0.03,0.04,0.07,0.02,12.65,0.99,2.97,17.32,
K,08-May-01,2001-05-08,Integrated,I,1,a,0.20,5.00,20,0.03,0.00,0.01,0.03,-0.01,12.29,0.69,3.40,16.91,
K,08-May-01,2001-05-08,Integrated,I,2,a,0.20,5.00,20,0.03,0.00,0.00,0.03,-0.01,11.69,-0.01,2.31,15.04,
K,08-May-01,2001-05-08,Surface,S,1,a,0.20,5.00,11,0.04,0.00,0.01,0.04,-0.01,13.70,0.59,3.65,18.63,
K,08-May-01,2001-05-08,Surface,S,2,a,0.20,5.00,14,0.03,0.00,0.00,0.05,-0.01,16.88,-0.28,2.92,21.27,
K,22-May-01,2001-05-22,Integrated,I,1,a,0.45,5.00,73,0.55,0.13,0.14,0.50,0.01,62.44,-2.84,12.16,78.06,
K,22-May-01,2001-05-22,Integrated,I,2,a,0.50,5.00,28,0.59,0.14,0.16,0.58,0.02,64.39,-3.80,10.28,78.55,
K,22-May-01,2001-05-22,Surface,S,1,a,0.45,5.00,8,0.46,0.13,0.14,0.44,0.04,50.66,-2.68,9.04,62.58,
K,22-May-01,2001-05-22,Surface,S,2,a,0.45,5.00,63,0.48,0.13,0.15,0.50,0.02,60.84,-2.74,10.35,75.24,
K,07-Jun-01,2001-06-07,Deep,D,1,a,0.50,5.00,20,0.08,0.02,0.02,0.07,0.00,7.40,-0.43,1.27,9.09,
K,07-Jun-01,2001-06-07,Deep,D,2,a,0.50,5.00,19,0.07,0.02,0.02,0.07,0.01,6.83,-0.50,1.06,8.24,
K,07-Jun-01,2001-06-07,Integrated,I,1,a,0.25,5.00,12,0.09,0.04,0.04,0.09,0.00,20.29,6.23,9.73,34.19,
K,07-Jun-01,2001-06-07,Integrated,I,2,a,0.25,5.00,13,0.10,0.04,0.03,0.08,0.00,17.13,2.86,8.97,27.43,
K,07-Jun-01,2001-06-07,Surface,S,1,a,0.25,5.00,14,0.07,0.02,0.02,0.06,0.01,12.32,-0.70,2.13,15.14,
K,07-Jun-01,2001-06-07,Surface,S,2,a,0.25,5.00,18,0.07,0.02,0.02,0.06,0.01,12.77,-0.91,1.57,15.19,
K,18-Jun-01,2001-06-18,Deep,D,1,a,0.75,5.00,8,0.02,0.00,0.00,0.01,0.00,1.21,-0.07,0.09,1.41,
K,18-Jun-01,2001-06-18,Deep,D,2,a,0.75,5.00,9,0.08,0.03,0.03,0.06,0.02,2.90,0.14,0.71,3.92,
K,18-Jun-01,2001-06-18,Integrated,I,1,a,1.00,5.00,6,0.05,0.02,0.02,0.06,0.01,2.93,0.29,0.47,3.94,
K,18-Jun-01,2001-06-18,Integrated,I,2,a,1.00,5.00,7,0.05,0.02,0.02,0.05,0.00,2.40,0.36,0.72,3.50,
K,18-Jun-01,2001-06-18,Surface,S,1,a,1.00,5.00,3,0.11,0.04,0.05,0.07,0.00,3.85,2.49,3.07,8.20,
K,18-Jun-01,2001-06-18,Surface,S,2,a,1.00,5.00,2,0.09,0.04,0.04,0.09,0.01,4.51,-0.04,1.15,5.92,
K,28-Jun-01,2001-06-28,Deep,D,1,a,1.25,5.00,18,0.06,0.04,0.04,0.05,0.01,1.71,1.70,2.28,4.62,
K,28-Jun-01,2001-06-28,Deep,D,2,a,1.25,5.00,12,0.05,0.04,0.04,0.05,0.01,1.76,1.89,2.24,4.79,
K,28-Jun-01,2001-06-28,Integrated,I,1,a,1.25,5.00,37,0.11,0.03,0.04,0.10,0.01,3.97,0.41,0.74,5.40,
K,28-Jun-01,2001-06-28,Integrated,I,2,a,1.25,5.00,59,0.03,0.02,0.02,0.03,0.01,0.58,0.10,0.15,0.84,
K,28-Jun-01,2001-06-28,Surface,S,1,a,1.25,5.00,40,0.14,0.04,0.05,0.13,0.01,5.81,0.35,0.71,7.51,
K,28-Jun-01,2001-06-28,Surface,S,2,a,1.25,5.00,39,0.17,0.06,0.07,0.16,0.03,6.29,0.47,1.20,8.43,
K,17-Jul-01,2001-07-17,Deep,D,1,a,0.75,5.00,17,0.10,0.04,0.05,0.07,0.03,3.01,0.95,1.40,5.06,
K,17-Jul-01,2001-07-17,Deep,D,2,a,0.75,5.00,16,0.06,0.01,0.02,0.05,0.00,3.89,0.03,0.07,4.64,
K,17-Jul-01,2001-07-17,Integrated,I,1,a,0.50,5.00,15,0.37,0.07,0.09,0.31,0.00,34.80,0.43,4.45,43.76,
K,17-Jul-01,2001-07-17,Integrated,I,2,a,0.50,5.00,14,0.23,0.04,0.06,0.20,0.00,21.81,0.14,2.22,27.00,
K,17-Jul-01,2001-07-17,Surface,S,1,a,0.75,5.00,12,0.35,0.07,0.09,0.28,0.01,20.86,0.06,3.08,26.31,
K,17-Jul-01,2001-07-17,Surface,S,2,a,0.75,5.00,13,0.21,0.04,0.05,0.17,0.01,12.36,-0.16,1.20,15.08,
K,31-Jul-01,2001-07-31,Deep,D,1,a,0.75,5.00,5,0.22,0.05,0.05,0.20,0.00,15.39,-1.16,2.17,18.42,
K,31-Jul-01,2001-07-31,Deep,D,2,a,0.75,5.00,6,0.23,0.05,0.06,0.23,0.01,17.15,-1.02,2.07,20.54,
K,31-Jul-01,2001-07-31,Integrated,I,1,a,0.75,5.00,21,0.22,0.04,0.05,0.18,0.00,13.21,-0.47,1.83,16.19,
K,31-Jul-01,2001-07-31,Integrated,I,2,a,0.75,5.00,22,0.23,0.04,0.05,0.16,0.00,12.35,0.13,2.75,16.17,
K,31-Jul-01,2001-07-31,Surface,S,1,a,0.75,5.00,24,0.42,0.08,0.09,0.23,-0.02,18.81,4.18,7.67,29.69,
K,31-Jul-01,2001-07-31,Surface,S,2,a,0.75,5.00,23,0.41,0.01,0.14,0.25,0.10,11.46,2.69,-17.41,13.73,
K,13-Aug-01,2001-08-13,Deep,D,1,a,0.50,5.00,11,0.16,0.06,0.07,0.28,0.00,32.52,-2.02,4.32,39.10,
K,13-Aug-01,2001-08-13,Deep,D,2,a,0.50,5.00,10,0.13,0.04,0.06,0.20,0.00,22.49,1.45,2.13,28.76,
K,13-Aug-01,2001-08-13,Integrated,I,1,a,0.50,5.00,14,0.12,0.05,0.07,0.18,0.00,20.51,2.79,3.04,27.99,
K,13-Aug-01,2001-08-13,Integrated,I,2,a,0.50,5.00,7,0.26,0.05,0.07,0.25,0.00,28.84,-1.09,3.34,34.94,
K,13-Aug-01,2001-08-13,Surface,S,1,a,0.50,5.00,49,0.36,0.05,0.06,0.25,0.00,28.97,-2.14,3.80,34.54,
K,13-Aug-01,2001-08-13,Surface,S,2,a,0.50,5.00,48,0.31,0.07,0.08,0.23,0.00,26.09,2.72,8.18,37.41,
K,26-Aug-01,2001-08-26,Deep,D,1,a,0.50,5.00,12,0.22,0.08,0.09,0.19,0.00,20.78,5.20,8.38,33.20,
K,26-Aug-01,2001-08-26,Deep,D,2,a,0.50,5.00,28,0.23,0.08,0.08,0.19,0.00,21.14,5.51,9.11,34.27,
K,26-Aug-01,2001-08-26,Integrated,I,1,a,0.50,5.00,16,0.60,0.63,0.65,0.61,0.00,61.92,86.01,95.02,193.26,
K,26-Aug-01,2001-08-26,Integrated,I,2,a,0.50,5.00,9,0.53,0.54,0.55,0.59,0.00,60.79,70.15,80.59,171.47,
K,26-Aug-01,2001-08-26,Surface,S,1,a,0.50,5.00,3,0.59,0.13,0.16,0.57,0.02,63.30,-3.59,8.84,76.62,
K,26-Aug-01,2001-08-26,Surface,S,2,a,0.50,5.00,7,0.55,0.14,0.14,0.50,0.00,57.11,-1.86,14.84,74.07,
K,07-Jun-02,2002-06-07,Deep,D,1,a,0.75,10.00,0,0.04,-0.01,-0.01,0.03,-0.02,7.75,0.34,0.72,0.70,
K,07-Jun-02,2002-06-07,Deep,D,2,a,0.75,10.00,0,0.15,0.02,0.03,0.14,-0.01,22.55,0.93,3.38,2.07,
K,07-Jun-02,2002-06-07,Integrated,I,1,a,0.50,10.00,0,0.19,0.03,0.04,0.17,-0.01,40.73,1.74,5.08,2.40,
K,07-Jun-02,2002-06-07,Integrated,I,2,a,0.50,10.00,0,0.19,0.03,0.04,0.17,-0.01,41.29,1.47,4.96,2.42,
K,07-Jun-02,2002-06-07,Surface,S,1,a,0.50,10.00,0,0.23,0.04,0.05,0.20,-0.01,49.58,2.43,6.47,2.94,
K,07-Jun-02,2002-06-07,Surface,S,2,a,0.50,10.00,0,0.22,0.04,0.06,0.20,-0.01,48.68,3.30,6.52,2.92,
K,25-Jun-02,2002-06-25,Integrated,I,1,a,0.50,10.00,0,0.23,0.02,0.02,0.12,-0.02,30.99,-1.48,7.64,1.82,
K,25-Jun-02,2002-06-25,Integrated,I,2,a,0.50,10.00,0,0.22,0.01,0.01,0.11,-0.02,30.84,-1.87,7.06,1.78,
K,25-Jun-02,2002-06-25,Surface,S,1,a,0.40,10.00,0,0.17,0.00,0.00,0.06,-0.02,23.66,-1.63,5.32,1.06,
K,25-Jun-02,2002-06-25,Surface,S,2,a,0.40,10.00,0,0.17,0.01,0.01,0.07,-0.02,24.38,-1.96,5.30,1.08,
K,12-May-03,2003-05-12,Deep,D,1,a,0.25,10.00,,0.08,0.00,0.01,0.06,-0.01,32.30,-0.83,6.29,37.75,
K,12-May-03,2003-05-12,Deep,D,2,a,0.25,10.00,,0.09,0.02,0.02,0.07,0.00,31.97,-1.02,6.00,36.96,
K,12-May-03,2003-05-12,Integrated,I,1,a,0.25,10.00,,0.15,0.03,0.03,0.12,0.00,55.88,-2.53,10.06,63.42,
K,12-May-03,2003-05-12,Integrated,I,2,a,0.25,10.00,,0.14,0.03,0.03,0.12,0.00,53.97,-2.92,8.72,59.77,
K,12-May-03,2003-05-12,Surface,S,1,a,0.25,10.00,,0.17,0.03,0.04,0.13,0.00,59.14,-2.18,9.98,66.93,
K,12-May-03,2003-05-12,Surface,S,2,a,0.25,10.00,,0.18,0.02,0.03,0.13,-0.01,64.14,-3.09,11.03,72.08,
K,23-May-03,2003-05-23,Deep,D,1,a,0.25,10.00,,0.06,-0.01,0.00,0.04,-0.02,27.46,-1.39,2.40,28.47,
K,23-May-03,2003-05-23,Deep,D,2,a,0.25,10.00,,0.08,0.00,0.00,0.06,-0.02,35.20,-1.84,3.02,36.38,
K,23-May-03,2003-05-23,Integrated,I,1,a,0.25,10.00,,0.09,0.01,0.01,0.07,-0.01,36.68,-1.80,4.21,39.09,
K,23-May-03,2003-05-23,Integrated,I,2,a,0.25,10.00,,0.09,0.01,0.01,0.08,-0.01,40.64,-1.97,4.26,42.93,
K,23-May-03,2003-05-23,Surface,S,1,a,0.20,10.00,,0.12,0.01,0.01,0.06,-0.01,43.93,-1.57,8.20,50.57,
K,23-May-03,2003-05-23,Surface,S,2,a,0.20,10.00,,0.13,0.01,0.01,0.07,-0.01,46.98,-1.97,8.64,53.65,
K,06-Jun-03,2003-06-06,Deep,D,1,a,0.25,10.00,,0.06,0.01,0.01,0.04,0.00,18.79,-0.04,2.96,21.70,
K,06-Jun-03,2003-06-06,Deep,D,2,a,0.25,10.00,,0.07,0.01,0.01,0.04,0.00,18.32,-0.12,3.05,21.25,
K,06-Jun-03,2003-06-06,Integrated,I,1,a,0.25,10.00,,0.11,0.01,0.01,0.07,-0.01,36.16,-1.04,5.92,41.05,
K,06-Jun-03,2003-06-06,Integrated,I,2,a,0.25,10.00,,0.11,0.01,0.01,0.07,-0.01,37.90,-1.46,6.28,42.71,
K,06-Jun-03,2003-06-06,Surface,S,1,a,0.25,10.00,,0.12,0.02,0.02,0.09,-0.01,42.10,-0.91,7.43,48.62,
K,06-Jun-03,2003-06-06,Surface,S,2,a,0.25,10.00,,0.12,0.02,0.02,0.09,0.00,39.29,-1.25,7.00,45.04,
K,23-Jun-03,2003-06-23,Deep,D,1,a,0.50,10.00,,0.03,0.01,0.01,0.02,0.01,2.43,-0.55,0.15,2.02,
K,23-Jun-03,2003-06-23,Deep,D,2,a,0.50,10.00,,0.02,0.02,0.02,0.02,0.01,2.08,-0.41,0.21,1.87,
K,23-Jun-03,2003-06-23,Integrated,I,1,a,0.75,10.00,,0.06,0.02,0.02,0.04,0.01,5.03,-0.42,0.73,5.33,
K,23-Jun-03,2003-06-23,Integrated,I,2,a,0.75,10.00,,0.06,0.02,0.02,0.05,0.01,5.65,-0.33,0.80,6.12,
K,23-Jun-03,2003-06-23,Surface,S,1,a,0.75,10.00,,0.05,0.02,0.02,0.05,0.01,5.19,-0.39,0.74,5.54,
K,23-Jun-03,2003-06-23,Surface,S,2,a,0.75,10.00,,0.05,0.02,0.02,0.05,0.02,5.19,-0.44,0.75,5.49,
K,04-Jul-03,2003-07-04,Deep,D,1,a,1.50,10.00,,0.02,-0.01,-0.01,0.00,-0.02,1.47,0.06,0.02,1.54,
K,04-Jul-03,2003-07-04,Deep,D,2,a,1.50,10.00,,0.03,-0.01,-0.01,0.01,-0.02,2.16,0.18,0.19,2.53,
K,04-Jul-03,2003-07-04,Integrated,I,1,a,0.50,10.00,,0.06,-0.01,0.00,0.05,-0.02,16.63,0.07,1.13,17.83,
K,04-Jul-03,2003-07-04,Integrated,I,2,a,0.50,10.00,,0.07,0.00,0.00,0.05,-0.02,16.37,0.05,1.03,17.45,
K,04-Jul-03,2003-07-04,Surface,S,1,a,0.50,10.00,,0.08,0.00,0.01,0.06,-0.02,18.60,-0.31,1.32,19.60,
K,04-Jul-03,2003-07-04,Surface,S,2,a,0.50,10.00,,0.08,0.00,0.00,0.06,-0.02,18.27,-0.22,1.43,19.48,
K,15-Jul-03,2003-07-15,Deep,D,1,a,0.25,10.00,,0.02,0.00,0.00,0.01,-0.01,5.55,0.03,0.79,6.37,
K,15-Jul-03,2003-07-15,Deep,D,2,a,0.25,10.00,,0.01,0.00,0.00,0.01,0.00,4.43,-0.72,-0.20,3.52,
K,15-Jul-03,2003-07-15,Integrated,I,1,a,0.25,10.00,,0.04,0.00,0.01,0.03,0.00,16.29,-0.51,1.46,17.24,
K,15-Jul-03,2003-07-15,Integrated,I,2,a,0.25,10.00,,0.04,0.00,0.00,0.03,-0.01,18.11,-0.56,0.75,18.30,
K,15-Jul-03,2003-07-15,Surface,S,1,a,0.25,10.00,,0.04,0.00,0.01,0.04,0.00,19.62,-0.89,1.32,20.05,
K,15-Jul-03,2003-07-15,Surface,S,2,a,0.25,10.00,,0.05,0.01,0.01,0.05,0.00,20.62,-1.38,0.73,19.97,
K,01-Aug-03,2003-08-01,Deep,D,1,a,0.50,10.00,,0.05,0.01,0.01,0.04,0.00,10.26,-0.83,0.98,10.41,
K,01-Aug-03,2003-08-01,Deep,D,2,a,0.50,10.00,,0.04,0.00,0.01,0.04,-0.01,10.65,-0.33,1.25,11.58,
K,01-Aug-03,2003-08-01,Integrated,I,1,a,0.50,10.00,,0.10,0.02,0.03,0.11,0.00,25.64,-0.98,3.26,27.93,
K,01-Aug-03,2003-08-01,Integrated,I,2,a,0.50,10.00,,0.10,0.02,0.03,0.11,0.00,25.10,-1.27,2.82,26.65,
K,01-Aug-03,2003-08-01,Surface,S,1,a,0.50,10.00,,0.09,0.01,0.02,0.10,-0.01,24.92,-1.33,2.35,25.95,
K,01-Aug-03,2003-08-01,Surface,S,2,a,0.50,10.00,,0.10,0.02,0.03,0.11,0.00,25.06,-1.29,2.43,26.20,
K,15-Aug-03,2003-08-15,Deep,D,1,a,1.00,10.00,,0.03,0.00,0.00,0.02,-0.01,3.16,-0.06,0.11,3.20,
K,15-Aug-03,2003-08-15,Deep,D,2,a,1.00,10.00,,0.04,0.00,0.00,0.02,0.00,2.38,-0.08,0.10,2.40,
K,15-Aug-03,2003-08-15,Integrated,I,1,a,0.25,10.00,,0.08,0.01,0.02,0.10,-0.01,47.15,-2.22,3.55,48.48,
K,15-Aug-03,2003-08-15,Integrated,I,2,a,0.25,10.00,,0.07,0.02,0.03,0.10,0.00,44.45,-1.69,4.78,47.54,
K,15-Aug-03,2003-08-15,Surface,S,1,a,0.25,10.00,,0.13,0.04,0.06,0.21,0.00,95.88,-3.85,6.31,98.34,
K,15-Aug-03,2003-08-15,Surface,S,2,a,0.25,10.00,,0.11,0.03,0.05,0.20,0.00,91.94,-3.46,6.42,94.90,
K,25-Aug-03,2003-08-25,Deep,D,1,a,0.25,10.00,,0.06,0.01,0.01,0.05,0.00,25.49,-1.23,2.49,26.75,
K,25-Aug-03,2003-08-25,Deep,D,2,a,0.25,10.00,,0.06,0.01,0.00,0.06,0.00,28.22,-14.12,7.65,21.75,
K,25-Aug-03,2003-08-25,Integrated,I,1,a,0.25,10.00,,0.08,0.02,0.03,0.10,0.00,43.16,-2.33,5.07,45.89,
K,25-Aug-03,2003-08-25,Integrated,I,2,a,0.25,10.00,,0.08,0.01,0.02,0.09,-0.01,43.50,-2.67,4.55,45.38,
K,25-Aug-03,2003-08-25,Surface,S,1,a,0.25,10.00,,0.08,0.01,0.02,0.09,-0.01,43.05,-2.05,4.51,45.51,
K,25-Aug-03,2003-08-25,Surface,S,2,a,0.25,10.00,,0.07,0.01,0.02,0.08,0.00,37.75,-1.78,3.70,39.66,
K,17-May-04,2004-05-17,Integrated,Composite,1,a,0.75,10.00,June 2,0.32,0.04,0.07,0.29,-0.02,46.74,-0.12,6.00,52.62,
K,17-May-04,2004-05-17,Integrated,Composite,2,a,0.75,10.00,June 2,0.32,0.05,0.07,0.29,-0.02,47.15,0.01,6.79,53.94,
K,17-May-04,2004-05-17,Surface,Surface,1,a,0.75,10.00,June 2,0.31,0.06,0.07,0.30,-0.01,47.05,-0.22,6.59,53.42,
K,17-May-04,2004-05-17,Surface,Surface,2,a,0.75,10.00,June 2,0.29,0.05,0.07,0.28,-0.01,43.74,-0.16,6.32,49.90,
K,01-Jun-04,2004-06-01,Deep,Deep,1,a,0.50,10.00,Sept 18,0.04,0.01,0.02,0.06,0.00,13.89,1.49,1.49,16.87,
K,01-Jun-04,2004-06-01,Deep,Deep,2,a,0.50,10.00,Sept 18,0.05,0.01,0.02,0.06,0.00,14.10,1.35,1.40,16.85,
K,01-Jun-04,2004-06-01,Integrated,composite,1,a,0.50,10.00,Sept 18,0.05,0.01,0.02,0.07,-0.01,18.42,2.61,2.13,23.15,
K,01-Jun-04,2004-06-01,Integrated,Composite,2,a,0.50,10.00,Sept 18,0.04,0.01,0.02,0.07,-0.01,17.20,2.58,1.86,21.64,
K,01-Jun-04,2004-06-01,Surface,Surface,1,a,0.50,10.00,Sept 18,0.05,0.03,0.04,0.09,0.01,19.06,2.80,2.08,23.93,
K,01-Jun-04,2004-06-01,Surface,Surface,2,a,0.50,10.00,Sept 18,0.06,0.03,0.04,0.10,0.01,21.05,2.41,2.19,25.65,
K,11-Jun-04,2004-06-11,Integrated,composite,1,a,0.50,10.00,,0.09,0.04,0.05,0.12,0.02,24.19,1.35,2.67,28.21,
K,11-Jun-04,2004-06-11,Integrated,composite,2,a,0.50,10.00,,0.09,0.03,0.04,0.11,0.01,24.14,1.62,3.55,29.31,
K,11-Jun-04,2004-06-11,Surface,Surface,1,a,0.50,10.00,,0.11,0.04,0.05,0.14,0.01,30.70,2.16,4.12,36.98,
K,11-Jun-04,2004-06-11,Surface,Surface,2,a,0.50,10.00,,0.10,0.04,0.05,0.14,0.01,29.03,2.27,4.24,35.54,
K,25-Jun-04,2004-06-25,Deep,Deep,1,a,0.50,10.00,July 6,0.04,0.00,0.00,0.03,-0.01,10.35,-1.07,2.01,11.29,
K,25-Jun-04,2004-06-25,Deep,Deep,2,a,0.50,10.00,July 6,0.03,0.00,0.00,0.03,-0.01,8.78,-0.64,1.24,9.37,
K,09-Jul-04,2004-07-09,Deep,Deep,1,a,0.25,10.00,,0.01,0.01,0.01,0.02,0.01,1.27,-1.05,-0.93,-0.71,
K,09-Jul-04,2004-07-09,Deep,Deep,2,a,0.25,10.00,,0.01,0.01,0.01,0.01,0.01,1.43,-0.95,-0.44,0.03,
K,09-Jul-04,2004-07-09,Integrated,comp,1,a,0.25,10.00,2004-07-09,0.05,0.02,0.02,0.04,0.01,13.25,-0.46,2.65,15.44,
K,09-Jul-04,2004-07-09,Integrated,comp,2,a,0.25,10.00,2004-07-09,0.04,0.01,0.01,0.03,0.00,13.00,-0.68,2.33,14.64,
K,09-Jul-04,2004-07-09,Surface,surf,1,a,0.25,10.00,2004-07-09,0.03,0.01,0.01,0.02,0.00,9.15,-0.64,1.38,9.89,
K,09-Jul-04,2004-07-09,Surface,surf,2,a,0.25,10.00,2004-07-09,0.03,0.02,0.02,0.03,0.01,9.90,-0.48,2.36,11.78,
K,20-Jul-04,2004-07-20,Deep,deep,1,a,0.50,10.00,2004-07-20,0.01,0.01,0.01,0.01,0.01,1.39,-0.02,0.40,1.76,
K,20-Jul-04,2004-07-20,Deep,deep,2,a,0.50,10.00,2004-07-20,0.01,0.01,0.01,0.01,0.01,1.58,0.05,0.40,2.03,
K,20-Jul-04,2004-07-20,Integrated,comp,1,a,0.50,10.00,2004-07-20,0.02,0.01,0.00,0.02,0.00,4.26,-0.42,6.33,10.16,
K,20-Jul-04,2004-07-20,Integrated,comp,2,a,0.50,10.00,2004-07-20,0.02,0.01,0.01,0.02,0.00,4.39,0.17,0.23,4.80,
K,20-Jul-04,2004-07-20,Surface,surf,1,a,0.50,10.00,2004-07-20,0.03,0.01,0.01,0.03,0.00,5.64,0.45,0.58,6.67,
K,20-Jul-04,2004-07-20,Surface,surf,2,a,0.50,10.00,2004-07-20,0.03,0.01,0.02,0.04,0.01,6.13,0.15,0.09,6.37,
K,04-Aug-04,2004-08-04,Deep,deep,1,a,1.00,10.00,2004-08-04,0.03,0.01,0.01,0.02,0.01,1.48,0.11,0.33,1.92,
K,04-Aug-04,2004-08-04,Deep,deep,2,a,1.00,10.00,2004-08-04,0.03,0.02,0.02,0.03,0.02,1.34,-0.05,0.27,1.55,
K,04-Aug-04,2004-08-04,Integrated,comp,1,a,0.25,10.00,2004-08-04,0.04,0.02,0.02,0.04,0.01,11.69,-0.10,1.40,13.00,
K,04-Aug-04,2004-08-04,Integrated,comp,2,a,0.25,10.00,2004-08-04,0.05,0.02,0.03,0.05,0.02,16.60,-0.31,2.02,18.30,
K,04-Aug-04,2004-08-04,Surface,surf,1,a,0.25,10.00,2004-08-04,0.03,0.01,0.01,0.03,0.01,8.52,0.19,1.83,10.54,
K,04-Aug-04,2004-08-04,Surface,surf,2,a,0.25,10.00,2004-08-04,0.03,0.01,0.01,0.03,0.01,7.69,-0.20,1.15,8.64,
K,25-Aug-04,2004-08-25,Deep,Deep,1,a,0.50,10.00,Sept 22,0.03,0.01,0.01,0.01,0.00,2.78,0.31,1.06,4.16,
K,25-Aug-04,2004-08-25,Deep,Deep,2,a,0.50,10.00,Sept 22,0.02,0.01,0.01,0.02,0.00,2.62,0.23,0.92,3.77,
K,25-Aug-04,2004-08-25,Integrated,Composite,1,a,0.25,10.00,Sept 22,0.05,0.01,0.02,0.04,0.01,16.64,-0.45,2.91,19.10,
K,25-Aug-04,2004-08-25,Integrated,Composite,2,a,0.25,10.00,Sept 22,0.06,0.02,0.02,0.05,0.01,18.77,-0.83,2.05,19.98,
K,25-Aug-04,2004-08-25,Integrated,Composite,3,a,0.25,10.00,Sept 22,0.08,0.02,0.03,0.07,0.01,29.80,-0.75,5.20,34.25,
K,25-Aug-04,2004-08-25,Integrated,Composite,4,a,0.25,10.00,Sept 22,0.08,0.02,0.03,0.08,0.01,31.19,-0.82,6.47,36.84,
K,25-Aug-04,2004-08-25,Surface,Surface,1,a,0.50,10.00,Sept 22,0.10,0.03,0.03,0.09,0.01,19.51,-1.27,3.53,21.77,
K,25-Aug-04,2004-08-25,Surface,Surface,2,a,0.50,10.00,Sept 22,0.11,0.04,0.04,0.10,0.02,18.75,-1.58,3.32,20.50,
K,12-May-05,2005-05-12,Deep,Deep,1,a,0.50,10.00,,0.03,-0.01,-0.01,0.02,-0.02,8.32,0.53,1.09,9.94,
K,12-May-05,2005-05-12,Deep,Deep,2,a,0.50,10.00,,0.03,-0.01,-0.01,0.01,-0.02,7.82,0.27,0.86,8.95,
